wavfile,transcript,emo,v,a,d,n
MSP-IMPROV-S13N-F06-P-MF01.wav,I keep wanting to add something to it text it hard to stay neutral..,N,2.857143,4.0,2.857143,4.285714
MSP-IMPROV-S13N-F06-P-MF02.wav,this i give a actively,N,2.4,3.8,2.4,3.2
MSP-IMPROV-S13N-F06-P-MF03.wav,"Wait, what I'm confused..",X,3.25,2.625,3.5,4.25
MSP-IMPROV-S13N-F06-P-MF04.wav,Call..,N,3.6,4.2,2.6,3.4
MSP-IMPROV-S13N-F06-P-MF05.wav,OK..,H,3.833333,2.5,3.666667,3.833333
MSP-IMPROV-S13N-F06-P-MF06.wav,"OK, OK, love the wording on that one is..",X,3.2,3.0,3.0,4.8
MSP-IMPROV-S13N-F06-P-MF07.wav,OK..,N,2.8,4.4,2.6,4.6
MSP-IMPROV-S13N-F06-P-MF08.wav,"No, I gave it back to roommate..",A,2.5,3.666667,2.833333,3.833333
MSP-IMPROV-S13N-F06-S-FM01.wav,"Hey, did you did, you get a chance?.",N,2.8,3.6,3.4,4.0
MSP-IMPROV-S13N-F06-S-FM02.wav,She shouldn't 00 what you doing?.,N,3.0,1.857143,3.285714,2.285714
MSP-IMPROV-S13N-F06-S-FM03.wav,"Oh, Hey, Jude didn't get a chance to finish that book..",N,3.2,3.4,3.6,3.4
MSP-IMPROV-S13N-F06-S-FM04.wav,Yeah..,N,2.8,4.2,2.4,3.2
MSP-IMPROV-S13N-F06-S-FM05.wav,There any way you could get that back to me..,X,2.4,3.6,3.2,3.2
MSP-IMPROV-S13N-F06-S-FM06.wav,"000 I remember now, yeah, um..",N,3.0,2.8,3.0,3.4
MSP-IMPROV-S13N-F06-S-FM07.wav,Wouldn't.,H,4.166667,2.833333,3.333333,4.333333
MSP-IMPROV-S13N-F06-S-MF03.wav,"00 I get it, I get it back..",N,3.4,3.2,3.4,4.6
MSP-IMPROV-S13N-F06-S-MF04.wav,"Yeah, I get back to her about..",N,3.0,4.333333,3.333333,4.5
MSP-IMPROV-S13N-F06-S-MF05.wav,Will do you get it back?.,N,2.6,3.6,3.4,4.4
MSP-IMPROV-S13N-F06-S-MF06.wav,"No, I gave it to your roommate, she didn't..",O,2.111111,3.888889,3.111111,3.777778
MSP-IMPROV-S13N-F06-S-MF07.wav,No worries..,X,2.8,3.8,3.8,4.8
MSP-IMPROV-S13N-F06-T-FM01.wav,She told me what you did..,N,2.878788,3.484848,2.969697,3.939394
MSP-IMPROV-S13N-M02-P-MF01.wav,before,N,3.166667,4.333333,2.333333,4.0
MSP-IMPROV-S13N-M02-P-MF02.wav,Carol..,H,4.0,4.166667,3.0,3.833333
MSP-IMPROV-S13N-M02-S-FM01.wav,"Oh yeah, I just came back with she get back to you..",N,3.2,3.8,3.6,4.0
MSP-IMPROV-S13N-M02-S-MF01.wav,"Oh, Hey, I you get my book back my roommate right..",N,3.2,4.0,2.2,3.2
MSP-IMPROV-S13N-M02-S-MF02.wav,"Oh, OK, yeah..",N,3.0,4.6,2.2,3.2
MSP-IMPROV-S13N-M02-T-MF01.wav,She told me what you did..,N,2.625,3.416667,2.789474,3.473684
MSP-IMPROV-S13N-M04-P-FM01.wav,,N,2.833333,4.5,2.0,4.333333
MSP-IMPROV-S13N-M04-P-MF01.wav,"Well, I hope you know, I cannot pick up my stomach on the microphone..Thanks so much..",H,3.6,3.8,2.6,4.4
MSP-IMPROV-S13N-M04-S-FM01.wav,"Listen, I'm returning this book right now put it right here on the counter for you to get later..",N,2.8,3.2,3.0,3.8
MSP-IMPROV-S13N-M04-S-FM02.wav,"Hey, I'm just gonna return. This book right here for your roommate. I'll put it right here on the counter..",N,3.6,4.0,2.8,3.6
MSP-IMPROV-S13N-M04-S-MF01.wav,"Oh yeah, I know you bought the book early on your return it..",N,3.0,4.5,3.5,3.666667
MSP-IMPROV-S13N-M04-T-MF01.wav,She told me what you did..,A,2.407407,3.222222,3.296296,3.481481
MSP-IMPROV-S13N-M05-P-MF01.wav,i,X,2.125,4.625,1.75,4.125
MSP-IMPROV-S13N-M05-P-MF02.wav,OK..,H,3.2,2.8,3.0,4.2
MSP-IMPROV-S13N-M05-P-MF03.wav,OK..,H,3.8,3.4,3.0,4.0
MSP-IMPROV-S13N-M05-P-MF04.wav,Is it a friend who bored?.,N,2.666667,4.666667,2.166667,4.333333
MSP-IMPROV-S13N-M05-P-MF05.wav,an,N,2.6,4.2,2.2,3.8
MSP-IMPROV-S13N-M05-S-FM01.wav,"Yeah, no problem, I just got it from time..",N,3.0,4.166667,3.166667,3.333333
MSP-IMPROV-S13N-M05-S-MF01.wav,I forgot my back..,N,3.6,3.4,3.0,3.0
MSP-IMPROV-S13N-M05-T-MF01.wav,Tell me what you did..,N,2.606061,3.69697,2.939394,3.878788
MSP-IMPROV-S13N-M06-P-FM01.wav,You know that thing when they did..,H,4.4,1.8,4.0,4.0
MSP-IMPROV-S13N-M06-P-FM02.wav,"Open get it, then baby..",H,4.8,1.2,4.4,4.0
MSP-IMPROV-S13N-M06-P-FM03.wav,he noted the ease of,H,3.666667,3.333333,3.333333,4.166667
MSP-IMPROV-S13N-M06-P-FM04.wav,I know it is..,H,4.2,3.6,3.6,3.8
MSP-IMPROV-S13N-M06-P-FM05.wav,Got it..,H,5.0,3.0,3.6,3.8
MSP-IMPROV-S13N-M06-P-MF01.wav,Yes..,H,3.6,4.4,2.8,4.4
MSP-IMPROV-S13N-M06-P-MF02.wav,"OK, so apparently my friend. I want to book my friend. She went to you, or he she or he liked it to you and then you're bring it back to him and I'm like dude..",N,2.6,3.8,3.0,4.4
MSP-IMPROV-S13N-M06-P-MF03.wav,I think you bring it back to me in..,N,3.142857,4.571429,3.142857,3.857143
MSP-IMPROV-S13N-M06-P-MF04.wav,So..,N,3.0,3.8,3.0,4.0
MSP-IMPROV-S13N-M06-P-MF05.wav,Are you cover my face?.I act..,N,2.428571,3.714286,3.142857,4.857143
MSP-IMPROV-S13N-M06-P-MF06.wav,No thank you borrowed from main squeeze me sorry do you have that?.,H,3.714286,3.0,3.285714,3.571429
MSP-IMPROV-S13N-M06-P-MF07.wav,"00. That's right, yeah, she told me what you did..",N,3.2,3.2,3.4,4.2
MSP-IMPROV-S13N-M06-S-FM01.wav,"Yeah, yeah, I like it, I get it. Courtney did she..",N,3.0,2.8,3.6,3.0
MSP-IMPROV-S13N-M06-S-FM02.wav,"Yeah, he's really good? Yeah..",H,4.5,2.666667,4.333333,4.333333
MSP-IMPROV-S13N-M06-S-FM03.wav,Can you tell you hi?.,O,2.4,3.0,2.6,3.6
MSP-IMPROV-S13N-M06-S-FM04.wav,"OK Alright cool, so were good OK..",X,3.833333,3.666667,4.0,4.333333
MSP-IMPROV-S13N-M06-S-MF01.wav,"Hey have you seen Jessica anywhere? I she bought a book for me? I'm trying to?.OK, Jessica Um you get the f*** you..",N,2.625,2.875,3.125,3.5
MSP-IMPROV-S13N-M06-S-MF02.wav,"Oh, I'm sorry that's right, she told me what you did..",N,3.0,3.0,3.2,3.8
MSP-IMPROV-S13N-M06-S-MF03.wav,"Hey Jessica, a book that I borrowed from you or.",X,3.5,2.666667,3.833333,3.5
MSP-IMPROV-S13N-M06-S-MF04.wav,"Hey Jessica, I do you have that book that I liked you?.",N,3.166667,3.5,3.5,3.5
MSP-IMPROV-S13N-M06-S-MF05.wav,"00. That's right, yeah, yeah, um..",N,3.4,3.2,3.4,3.2
MSP-IMPROV-S13N-M06-S-MF06.wav,It's a I'm sure she has it. I just forgot to get it from are sorry about that..,X,2.6,4.0,2.8,3.4
MSP-IMPROV-S13N-M06-T-MF01.wav,She told me what you did..,A,2.25,3.041667,3.291667,3.583333
MSP-IMPROV-S13S-F02-P-FM01.wav,"Yeah, yeah, yeah..",H,3.8,3.8,2.8,4.4
MSP-IMPROV-S13S-F02-P-FM02.wav,I heard you the first to write the accident..I heard that you're the only thing that capitalize..,S,2.4,4.6,1.8,2.4
MSP-IMPROV-S13S-F02-P-FM03.wav,i i i as my first hoolan so the second has a say in her,N,2.428571,4.142857,2.142857,4.142857
MSP-IMPROV-S13S-F02-P-MF01.wav,go i thought,N,3.4,3.6,2.8,3.6
MSP-IMPROV-S13S-F02-S-FM01.wav,"Oh my God, I heard about the accident..",S,2.0,3.4,3.4,3.0
MSP-IMPROV-S13S-F02-S-FM02.wav,Without you that you should have died..,S,2.285714,3.428571,3.428571,3.0
MSP-IMPROV-S13S-F02-S-MF01.wav,"Yeah, yeah, I just did the best I could I mean..",S,2.0,3.4,2.4,2.6
MSP-IMPROV-S13S-F02-T-FM01.wav,He told me what you did..,S,2.424242,3.212121,3.107143,3.25
MSP-IMPROV-S13S-F04-P-MF01.wav,,H,4.6,3.0,4.0,4.4
MSP-IMPROV-S13S-F04-S-FM01.wav,"Well, she told me what you did, I really appreciate it..",S,2.0,4.6,2.2,3.0
MSP-IMPROV-S13S-F04-S-FM02.wav,She's doing alright I'm hoping she'll get better..,S,1.833333,4.333333,2.333333,3.5
MSP-IMPROV-S13S-F04-S-FM03.wav,I really appreciate it..,S,2.166667,4.5,2.333333,3.5
MSP-IMPROV-S13S-F04-S-MF01.wav,"Hey, I'm so glad you're here, I'm sorry what happened to your friend..",S,2.0,4.0,3.0,3.6
MSP-IMPROV-S13S-F04-T-FM01.wav,Tell me when you're dead..,S,1.884615,3.615385,2.653846,3.846154
MSP-IMPROV-S13S-F05-S-FM01.wav,Thanks for taking Jackie to the hospital for me..,S,3.0,4.0,2.8,3.0
MSP-IMPROV-S13S-F05-S-FM02.wav,"Yeah, I talk to her mother..",S,2.6,4.4,2.8,3.8
MSP-IMPROV-S13S-F05-S-FM03.wav,Thank you..,N,2.8,4.2,2.4,3.2
MSP-IMPROV-S13S-F05-S-MF01.wav,"Yeah, I know I hope you're going to the hospital..",X,2.2,4.2,3.4,3.6
MSP-IMPROV-S13S-F05-S-MF02.wav,"Yeah, I hope you're good at the hospital..",N,2.0,4.6,2.2,3.4
MSP-IMPROV-S13S-F05-S-MF03.wav,"Yeah, at least I could do..",X,2.428571,4.571429,2.571429,4.142857
MSP-IMPROV-S13S-F05-T-FM01.wav,some more to the,S,2.12,3.32,2.6,3.92
MSP-IMPROV-S13S-F06-P-FM01.wav,who,S,1.8,3.6,2.6,4.2
MSP-IMPROV-S13S-F06-P-MF01.wav,Right now we got bad..,H,4.8,1.8,4.2,5.0
MSP-IMPROV-S13S-F06-P-MF02.wav,tactics,N,3.2,4.0,3.0,4.0
MSP-IMPROV-S13S-F06-S-FM01.wav,"Sister OK, it's it's gonna take awhile for to look her. But she's gonna be OK. I don't know what? What would happen if you haven't been there..",S,1.8,4.0,2.4,2.8
MSP-IMPROV-S13S-F06-S-FM02.wav,Thank you so much..,S,2.333333,3.666667,3.166667,3.833333
MSP-IMPROV-S13S-F06-S-MF01.wav,Alright I just did what any good friend would do..,S,1.4,3.6,2.0,2.8
MSP-IMPROV-S13S-F06-T-FM01.wav,She told me what you did..,S,2.107143,3.0,2.785714,3.464286
MSP-IMPROV-S13S-M02-P-FM01.wav,Have a good movie..,H,4.333333,3.666667,3.166667,4.5
MSP-IMPROV-S13S-M02-P-FM02.wav,no i i it edged the eyes incitation was in to,N,3.2,3.2,2.8,4.2
MSP-IMPROV-S13S-M02-P-FM03.wav,,N,3.2,3.8,2.2,4.6
MSP-IMPROV-S13S-M02-P-MF01.wav,Hardcore..,H,4.2,2.6,3.4,3.6
MSP-IMPROV-S13S-M02-S-FM01.wav,I'm still do..,N,3.0,4.8,2.2,3.4
MSP-IMPROV-S13S-M02-S-MF01.wav,"Hey Hey, I thought you were an accident, weren't you did..",X,3.2,2.6,3.4,3.0
MSP-IMPROV-S13S-M02-S-MF02.wav,No no it didn't really help out a lot..,X,2.2,4.4,3.6,3.8
MSP-IMPROV-S13S-M02-T-MF01.wav,She told me what you did..,A,2.037037,3.074074,3.545455,3.772727
MSP-IMPROV-S13S-M04-P-FM01.wav,a short,N,3.0,3.6,3.0,4.0
MSP-IMPROV-S13S-M04-P-FM02.wav,"I can make my bed a little longer, um..",N,3.0,4.0,3.0,3.8
MSP-IMPROV-S13S-M04-P-MF01.wav,You have all the president weather..,H,4.285714,3.428571,3.285714,4.285714
MSP-IMPROV-S13S-M04-S-FM01.wav,I'm so glad your friend is OK. How is she doing?.,O,3.125,2.5,4.0,3.75
MSP-IMPROV-S13S-M04-S-FM02.wav,i know it happened to your friends and how she's in a hospital i really hope should okay how she doing,S,2.285714,3.571429,2.857143,2.428571
MSP-IMPROV-S13S-M04-S-MF01.wav,"It's OK, she pulled through it alright..",S,1.833333,3.5,2.833333,4.0
MSP-IMPROV-S13S-M04-T-MF01.wav,She told me what you did..,S,1.73913,3.130435,3.173913,3.26087
MSP-IMPROV-S13S-M05-P-MF01.wav,"Wait, what?.I don't think you're supposed to wait why it..",H,3.6,3.6,2.8,4.2
MSP-IMPROV-S13S-M05-P-MF02.wav,Forever..,H,3.8,3.2,2.8,3.8
MSP-IMPROV-S13S-M05-P-MF03.wav,The laundry mat..,H,4.6,3.0,3.8,3.8
MSP-IMPROV-S13S-M05-S-FM01.wav,"No problem, I just found on the floor if I should take care of are..",S,2.5,4.0,2.833333,3.666667
MSP-IMPROV-S13S-M05-S-FM02.wav,and,H,3.8,3.8,2.6,1.4
MSP-IMPROV-S13S-M05-S-MF01.wav,Jaggers my car back..,S,1.6,3.8,2.0,4.2
MSP-IMPROV-S13S-M05-S-MF02.wav,Thank you so much for that..,S,2.2,4.6,2.2,4.6
MSP-IMPROV-S13S-M05-S-MF03.wav,Jackie just got my car back..,X,2.8,3.8,2.8,3.2
MSP-IMPROV-S13S-M05-T-MF01.wav,She told me what you did..,N,2.225806,3.612903,2.83871,3.516129
MSP-IMPROV-S13S-M06-P-MF01.wav,"Yeah, we got it, we got it OK..",H,4.857143,2.142857,3.571429,4.857143
MSP-IMPROV-S13S-M06-P-MF02.wav,this is good acting aside in the putting any sort of it a motion in the anything,H,4.2,3.6,3.4,5.0
MSP-IMPROV-S13S-M06-S-FM01.wav,"Hey Hey, how how how she doing..",S,3.2,2.8,4.0,4.2
MSP-IMPROV-S13S-M06-S-FM02.wav,It was Providence site..Use any anyone would've done at my place..,N,3.0,3.8,3.0,4.4
MSP-IMPROV-S13S-M06-S-FM03.wav,Of course of course..She gonna make it..,S,1.6,3.6,4.0,3.6
MSP-IMPROV-S13S-M06-S-MF01.wav,Laura..Thank you are..It with it without you..You probably would've died..,S,1.2,3.6,2.4,3.0
MSP-IMPROV-S13S-M06-S-MF02.wav,my friend your,S,1.666667,3.444444,2.555556,1.888889
MSP-IMPROV-S13S-M06-T-MF01.wav,She told me what you did..,S,2.029412,3.5,2.882353,3.470588
MSP-IMPROV-S14A-F02-P-FM01.wav,Do you like?.,N,3.0,3.8,2.4,4.4
MSP-IMPROV-S14A-F02-P-FM02.wav,I can talk to your grandmother..,N,2.8,3.8,3.2,3.0
MSP-IMPROV-S14A-F02-P-FM03.wav,Your grandmother is home..,A,1.8,3.2,3.8,3.2
MSP-IMPROV-S14A-F02-P-FM04.wav,at the end of a assaying,X,3.5,3.166667,2.833333,3.833333
MSP-IMPROV-S14A-F02-P-MF01.wav,No ma'am..,H,3.8,3.2,3.0,3.0
MSP-IMPROV-S14A-F02-P-MF02.wav,OK..,N,3.4,4.0,2.2,4.2
MSP-IMPROV-S14A-F02-P-MF03.wav,Yes yes..,H,3.833333,3.5,3.166667,4.5
MSP-IMPROV-S14A-F02-P-MF04.wav,i should sardou,H,4.4,3.0,3.2,4.4
MSP-IMPROV-S14A-F02-P-MF05.wav,yes,H,3.6,4.4,2.2,4.2
MSP-IMPROV-S14A-F02-S-FM01.wav,oh he say or remoter on the phone you want to put up the video games for just a second i talk,H,4.2,3.6,3.2,3.6
MSP-IMPROV-S14A-F02-S-FM02.wav,Sweetie you should really just deposited another second..,N,2.714286,3.571429,3.0,3.571429
MSP-IMPROV-S14A-F02-S-FM03.wav,Your grandmother is on the phone..,A,2.0,2.8,3.8,3.6
MSP-IMPROV-S14A-F02-S-FM04.wav,You're grounded..,A,2.166667,4.166667,4.166667,4.5
MSP-IMPROV-S14A-F02-S-FM05.wav,OK..,N,3.428571,4.0,2.857143,3.857143
MSP-IMPROV-S14A-F02-S-FM06.wav,lidiaran mother wants to talk to you why don't you just pause a video game for i,H,3.6,3.4,3.0,2.8
MSP-IMPROV-S14A-F02-S-FM07.wav,Positive you can talk to your grandmother..,N,2.833333,3.333333,3.666667,3.666667
MSP-IMPROV-S14A-F02-S-FM08.wav,You're grounded..,A,2.2,2.8,3.8,4.0
MSP-IMPROV-S14A-F02-S-MF01.wav,That I'm busy I can't pause..,A,2.8,4.0,4.0,4.0
MSP-IMPROV-S14A-F02-S-MF02.wav,That I'm not gonna stop this game for you..,A,2.2,3.2,3.2,4.0
MSP-IMPROV-S14A-F02-T-FM01.wav,Your grandmother is on the phone..,A,1.62963,2.851852,3.772727,3.318182
MSP-IMPROV-S14A-F04-P-FM01.wav,"Um, I started..",N,3.2,4.2,2.6,4.4
MSP-IMPROV-S14A-F04-P-FM02.wav,OK..,H,3.8,3.6,3.0,4.6
MSP-IMPROV-S14A-F04-P-FM03.wav,OK..,N,3.8,4.2,3.2,4.2
MSP-IMPROV-S14A-F04-P-MF01.wav,i,N,2.8,4.2,2.4,4.6
MSP-IMPROV-S14A-F04-S-FM01.wav,"Hey, you have uncle..",N,3.5,3.375,3.0,3.5
MSP-IMPROV-S14A-F04-S-FM02.wav,you rely is all day your grandmother is on the phone you can take this call,A,1.8,3.6,3.6,3.2
MSP-IMPROV-S14A-F04-S-FM03.wav,Hey can you stop playing your video games for minute you have a call?.,N,2.4,3.8,3.8,3.6
MSP-IMPROV-S14A-F04-S-FM04.wav,you haven't lain very games all day you can take the pho,A,2.0,3.4,4.2,4.0
MSP-IMPROV-S14A-F04-S-FM05.wav,Just answer it..,A,2.333333,3.833333,3.333333,4.333333
MSP-IMPROV-S14A-F04-S-MF01.wav,"Oh, I'm thinking late I'm trying to finish..",N,3.2,4.2,2.4,3.4
MSP-IMPROV-S14A-F04-T-FM01.wav,you grandmother on the phone,N,2.714286,3.257143,3.085714,3.8
MSP-IMPROV-S14A-F05-S-FM01.wav,I put the controller down for minute..,A,2.0,3.6,4.0,4.0
MSP-IMPROV-S14A-F05-S-FM02.wav,No talk to your grandmother..,A,2.4,4.0,3.6,4.0
MSP-IMPROV-S14A-F05-S-FM03.wav,You haven't talked to her in a few months..,A,2.0,2.2,3.6,3.0
MSP-IMPROV-S14A-F05-S-MF01.wav,Oh level first..,N,3.0,4.4,3.6,3.6
MSP-IMPROV-S14A-F05-S-MF02.wav,"No, I'm almost done and then I have a safe point..",A,1.6,2.2,4.0,2.6
MSP-IMPROV-S14A-F05-T-FM01.wav,Your grandmother is on the phone..,A,1.8125,2.59375,3.90625,3.09375
MSP-IMPROV-S14A-F06-P-MF01.wav,Sorry..,H,3.666667,3.5,3.0,4.333333
MSP-IMPROV-S14A-F06-S-FM01.wav,"Oh yeah of course of course, bill is available..",N,3.4,3.6,3.4,3.6
MSP-IMPROV-S14A-F06-S-FM02.wav,Sweetie Sweetie take a break..,N,3.375,3.375,3.0,4.375
MSP-IMPROV-S14A-F06-S-FM03.wav,Swinging no you need to take a break..,X,2.6,3.4,3.4,4.2
MSP-IMPROV-S14A-F06-S-FM04.wav,Don't make her wait..,A,2.0,2.5,4.0,4.0
MSP-IMPROV-S14A-F06-S-MF01.wav,i am besancon canful on i can't i can't pose this this is a long line game,X,2.2,4.2,3.2,3.8
MSP-IMPROV-S14A-F06-S-MF02.wav,"No, I will not let it just give me give me 5 minutes..",N,2.2,3.8,2.8,3.6
MSP-IMPROV-S14A-F06-T-FM01.wav,No grandmother is on the phone..,A,1.576923,2.692308,3.307692,3.615385
MSP-IMPROV-S14A-M02-P-FM01.wav,Mom stop playing video games..,H,3.4,3.2,3.2,3.2
MSP-IMPROV-S14A-M02-P-FM02.wav,This is Jack..,H,3.6,3.8,3.2,4.6
MSP-IMPROV-S14A-M02-P-FM03.wav,"No, I'm cool way Plainville..",N,2.833333,3.0,2.666667,1.833333
MSP-IMPROV-S14A-M02-P-FM04.wav,She can stand..,X,2.4,3.2,3.6,3.0
MSP-IMPROV-S14A-M02-P-FM05.wav,i,H,4.2,4.4,3.0,4.6
MSP-IMPROV-S14A-M02-P-MF01.wav,i tephany,H,4.125,4.125,2.333333,3.25
MSP-IMPROV-S14A-M02-P-MF02.wav,I'm here..,H,4.0,3.4,3.6,3.0
MSP-IMPROV-S14A-M02-P-MF03.wav,Hey honey stop doing the phone..My mom..,N,2.8,3.4,3.4,3.4
MSP-IMPROV-S14A-M02-P-MF04.wav,So much fun for you..,H,4.428571,2.142857,4.571429,3.0
MSP-IMPROV-S14A-M02-P-MF05.wav,Gonna stop in 321..You can spanking young lady..I will kick you out of this house..,A,1.8,2.2,3.8,1.6
MSP-IMPROV-S14A-M02-S-FM01.wav,or a a i i can't posterittory he's going to have just the,X,2.4,3.6,3.0,3.4
MSP-IMPROV-S14A-M02-S-FM02.wav,no you can't pause in an atom it doesn't work that way,A,2.4,3.2,2.8,3.2
MSP-IMPROV-S14A-M02-S-FM03.wav,"No ma'am, I'm not gonna do it..",X,2.4,3.4,2.6,2.4
MSP-IMPROV-S14A-M02-S-FM04.wav,There is no pause on the Internet connection. I can't do anything about it..,N,2.833333,3.666667,2.333333,3.333333
MSP-IMPROV-S14A-M02-S-FM05.wav,mam i can't pause this you don't understand it doesn't work that way you,A,2.166667,3.166667,3.166667,3.5
MSP-IMPROV-S14A-M02-S-FM06.wav,"Sorry mom, I can't do it right now..",A,4.2,3.8,3.6,3.6
MSP-IMPROV-S14A-M02-S-MF01.wav,Hey honey get to stopping point..,N,3.0,3.8,3.2,3.2
MSP-IMPROV-S14A-M02-S-MF02.wav,Add no you gotta stop..,N,2.6,3.8,3.2,3.2
MSP-IMPROV-S14A-M02-T-MF01.wav,Your grandmothers on the phone..,N,3.037037,3.777778,2.636364,2.590909
MSP-IMPROV-S14A-M04-P-FM01.wav,You are you started..,N,3.2,4.6,2.8,3.4
MSP-IMPROV-S14A-M04-P-FM02.wav,OK..,N,3.166667,4.666667,2.833333,4.333333
MSP-IMPROV-S14A-M04-P-FM03.wav,but,N,3.2,5.0,2.4,4.6
MSP-IMPROV-S14A-M04-P-MF01.wav,Your grandmother is on phone..,A,1.833333,4.5,2.333333,2.833333
MSP-IMPROV-S14A-M04-P-MF02.wav,How do you wanna on?.,N,2.666667,4.5,2.0,4.0
MSP-IMPROV-S14A-M04-P-MF03.wav,"You want to the phone call for you, or.",N,2.8,4.4,2.4,3.6
MSP-IMPROV-S14A-M04-P-MF04.wav,but,N,2.625,4.0,2.875,4.375
MSP-IMPROV-S14A-M04-S-FM01.wav,oh now right now i'm playing better games i've got to beat will level fifty nine,N,3.2,3.2,3.4,3.8
MSP-IMPROV-S14A-M04-S-FM02.wav,when i want to i'm almost on level at the nihilist been again,A,1.8,2.6,2.8,3.8
MSP-IMPROV-S14A-M04-S-MF01.wav,How does a phone call for you?.,N,3.0,4.2,2.8,2.6
MSP-IMPROV-S14A-M04-S-MF02.wav,Take it later you're just playing video games..,A,1.6,2.0,4.2,4.4
MSP-IMPROV-S14A-M04-T-MF01.wav,Your grandmother is on the phone..,A,2.032258,2.645161,3.548387,3.032258
MSP-IMPROV-S14A-M05-S-FM01.wav,I'm coming I gotta Chris I can't..,N,2.5,3.666667,2.833333,3.666667
MSP-IMPROV-S14A-M05-S-FM02.wav,It's almost dead..,N,3.6,3.0,4.0,3.8
MSP-IMPROV-S14A-M05-S-FM03.wav,I'm busy..,A,2.333333,2.833333,3.5,2.666667
MSP-IMPROV-S14A-M05-S-MF01.wav,"Honey, the phone for you..",N,2.8,3.6,2.6,3.4
MSP-IMPROV-S14A-M05-S-MF02.wav,No answer the phone is for you..,A,2.2,3.4,3.0,2.6
MSP-IMPROV-S14A-M05-T-MF01.wav,your grandmother is on the son,A,2.258065,3.032258,3.419355,3.451613
MSP-IMPROV-S14A-M06-P-FM01.wav,OK..,N,3.2,4.2,3.0,4.4
MSP-IMPROV-S14A-M06-S-FM01.wav,Be no born..,A,1.6,2.0,4.0,2.8
MSP-IMPROV-S14A-M06-S-FM02.wav,"Yeah, Hey, One, Second Mom..",N,2.833333,2.333333,2.833333,3.0
MSP-IMPROV-S14A-M06-S-FM03.wav,mamma i be little discinae long i got to keep going,A,2.0,2.2,3.8,4.2
MSP-IMPROV-S14A-M06-S-FM04.wav,"Find..Hi Grandma,.",X,2.8,2.6,3.4,4.2
MSP-IMPROV-S14A-M06-S-MF01.wav,"Hey um, Gramma wants to talk to you..",N,3.333333,3.833333,3.333333,3.5
MSP-IMPROV-S14A-M06-S-MF02.wav,"Hey mom, I..",S,2.166667,3.333333,2.833333,3.166667
MSP-IMPROV-S14A-M06-S-MF03.wav,but the game down and come talk to your grandmother,A,3.2,3.8,3.8,4.8
MSP-IMPROV-S14A-M06-T-MF01.wav,Your grandmother is on the phone..,A,1.6,2.24,4.04,2.96
MSP-IMPROV-S14H-F02-P-FM01.wav,"OK, um..Happy birthday, sweetie..",N,3.6,4.0,2.8,4.0
MSP-IMPROV-S14H-F02-P-MF01.wav,Yeah..,H,4.0,3.8,3.4,4.2
MSP-IMPROV-S14H-F02-P-MF02.wav,,H,5.0,3.0,3.8,4.4
MSP-IMPROV-S14H-F02-P-MF03.wav,he got,N,3.2,3.8,2.8,3.4
MSP-IMPROV-S14H-F02-S-FM01.wav,"Happy birthday, sweetie..",H,4.333333,3.0,3.5,4.333333
MSP-IMPROV-S14H-F02-S-FM02.wav,Open phone is ringing..,H,3.833333,3.5,3.0,3.333333
MSP-IMPROV-S14H-F02-S-FM03.wav,"OK, you honey..",H,3.8,3.6,3.0,3.8
MSP-IMPROV-S14H-F02-S-MF01.wav,Thanks dad.,H,4.2,3.6,3.4,2.8
MSP-IMPROV-S14H-F02-S-MF02.wav,"That's great, I wish me Happy Birthday..",H,4.6,3.4,4.2,4.2
MSP-IMPROV-S14H-F02-S-MF03.wav,Thanks dad.,H,4.4,3.2,3.6,4.4
MSP-IMPROV-S14H-F02-S-MF04.wav,Thanks dad.,H,4.4,2.6,3.6,4.6
MSP-IMPROV-S14H-F02-S-MF05.wav,Who is this?.,H,3.8,3.2,3.0,3.8
MSP-IMPROV-S14H-F02-S-MF06.wav,Great..,H,4.6,2.4,3.4,3.4
MSP-IMPROV-S14H-F02-T-FM01.wav,Your grandmothers on the phone..,H,4.173913,3.26087,3.555556,3.611111
MSP-IMPROV-S14H-F04-P-FM01.wav,i guess i can start the one,N,3.2,4.2,4.0,4.6
MSP-IMPROV-S14H-F04-P-FM02.wav,OK..,H,4.4,3.2,3.4,4.4
MSP-IMPROV-S14H-F04-P-MF01.wav,i inquire sir had i tartarin,H,3.9,3.8,4.4,4.4
MSP-IMPROV-S14H-F04-P-MF02.wav,a,N,3.4,3.8,2.6,4.6
MSP-IMPROV-S14H-F04-S-FM01.wav,Guess who's on the phone..,H,4.8,3.0,3.4,3.6
MSP-IMPROV-S14H-F04-S-FM02.wav,Do you want to wish you happy birthday?.,H,4.4,3.6,4.6,4.6
MSP-IMPROV-S14H-F04-S-MF01.wav,Yeah..,H,4.6,2.6,3.6,4.4
MSP-IMPROV-S14H-F04-T-FM01.wav,Your grandmother is on the phone..,H,4.5,3.0,3.461538,3.846154
MSP-IMPROV-S14H-F05-P-FM01.wav,Very long as I could..,N,3.2,3.6,2.8,4.6
MSP-IMPROV-S14H-F05-P-FM02.wav,OK..,N,3.0,3.8,3.0,4.2
MSP-IMPROV-S14H-F05-P-FM03.wav,OK..,N,3.0,3.4,2.8,3.6
MSP-IMPROV-S14H-F05-S-FM01.wav,Happy birthday..,H,5.0,1.8,4.4,3.6
